,Date,Country,City,Latitude,Longtitue,Humidity,Max Temperature,Windspeed,Cloudiness
355,1617334508,US,Carbondale,37.7273,-89.2168,48,39.2,3.44,1
356,1617334769,LY,Darnah,32.767,22.6367,71,55.87,15.35,0
357,1617334769,PT,Camacha,33.0833,-16.3333,77,60.8,8.05,20
358,1617334770,BR,São João da Barra,-21.6403,-41.0511,84,70.79,5.66,48
359,1617334770,ID,Lahat,-3.8,103.5333,51,89.26,3.87,55
360,1617334770,PG,Kimbe,-5.5502,150.1429,65,87.31,6.6,62
361,1617334771,AU,Alice Springs,-23.7,133.8833,26,87.01,12.66,0
362,1617334771,NZ,Nelson,-41.2833,173.2833,80,64.99,1.99,100
363,1617334772,NZ,Pareora,-44.4871,171.2132,80,57.0,8.99,100
364,1617334772,CL,Constitución,-35.3333,-72.4167,88,54.91,8.32,81
365,1617334772,BR,Arraial do Cabo,-22.9661,-42.0278,75,75.61,18.45,12
366,1617334773,IT,Anzio,41.4853,12.6179,99,53.01,1.99,3
367,1617334773,CG,Mossendjo,-2.9506,12.7261,99,68.2,0.94,95
368,1617334774,RU,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,94,35.85,5.17,70
369,1617334774,MV,Kudahuvadhoo,2.6708,72.8944,76,83.14,15.26,15
370,1617334774,DZ,Tazmalt,36.3868,4.3989,34,62.4,5.35,37
371,1617334775,BF,Boromo,11.75,-2.9333,6,76.6,6.93,0
372,1617334775,ES,Calella,41.618,2.6678,71,55.99,4.0,71
373,1617334776,JP,Hanawa,40.1836,140.7872,34,62.6,4.61,0
374,1617334776,NU,Alofi,-19.0595,-169.9187,74,84.2,11.5,40
375,1617334777,CA,Gimli,50.6336,-96.9907,52,41.0,26.46,57
376,1617334777,PK,Kadhan,24.481,68.9859,12,88.93,2.62,2
377,1617334778,GR,Corinth,37.9407,22.9573,70,44.01,4.61,0
378,1617334778,NZ,Ahipara,-35.1667,173.1667,67,67.89,13.65,2
379,1617334778,CA,Port Hardy,50.6996,-127.4199,81,44.6,3.44,75
380,1617334779,JP,Katsuura,35.1333,140.3,59,69.01,6.91,40
381,1617334779,RU,Okha,53.5739,142.9478,80,34.39,7.87,15
382,1617334780,CN,Luancheng,37.8792,114.6517,71,55.4,6.71,0
383,1617334780,JP,Akita,39.7167,140.1167,34,62.6,12.66,0
384,1617334780,US,Mayo,38.8876,-76.5119,52,37.4,9.22,20
385,1617334781,US,Broome,42.2506,-75.833,80,28.0,23.02,75
386,1617334781,AI,The Valley,18.217,-63.0578,69,78.8,12.66,40
387,1617334781,MX,Estación Coahuila,32.1939,-115.0017,12,80.6,4.61,40
388,1617334782,ID,Labuhan,-6.8844,112.2051,76,82.63,9.62,99
389,1617334782,NZ,Hokitika,-42.7167,170.9667,86,59.86,12.55,100
390,1617334782,IN,Nāzirā,26.9167,94.7333,83,69.8,8.05,75
391,1617334783,US,Nantucket,41.2835,-70.0995,67,37.0,23.55,97
392,1617334784,AU,Clarence Town,-32.5833,151.7833,69,77.0,13.8,36
393,1617334784,RU,Yerbogachën,61.2767,108.0108,78,14.2,3.91,100
394,1617334784,TH,Kathu,7.9178,98.3332,74,86.0,13.8,40
395,1617334785,BR,Tamandaré,-8.7597,-35.1047,70,79.12,7.83,61
396,1617334785,AU,Bowen,-20.0167,148.2333,61,80.6,17.27,75
397,1617334786,RU,Zeya,53.75,127.2667,99,34.32,6.58,100
398,1617334786,AO,Luanda,-8.8368,13.2343,89,78.8,3.44,75
399,1617334786,ID,Ambon City,-3.6954,128.1814,74,84.2,4.61,75
400,1617334787,PT,Praia da Vitória,38.7333,-27.0667,82,60.01,18.43,20
401,1617334787,NO,Skjervøy,70.0311,20.9714,80,36.75,25.3,100
402,1617334787,RU,Almaznyy,48.0448,40.045,87,37.4,8.95,0
403,1617334788,ID,Tambun,-6.2641,107.0712,62,89.6,3.44,40
404,1617334788,MN,Khovd,48.0056,91.6419,30,32.34,4.81,60
405,1617334789,AU,Maningrida,-12.0667,134.2667,73,84.16,10.31,100
406,1617334789,CN,Huanren,41.2647,125.3667,20,65.32,8.59,100
407,1617334789,MG,Beloha,-25.1667,45.05,77,71.11,12.71,3
408,1617334790,US,Fairview,40.8126,-73.999,48,39.99,10.36,90
409,1617334790,US,College,64.8569,-147.8028,56,9.0,12.66,90
410,1617334791,GT,Monjas,14.5,-89.8667,90,55.99,13.0,8
411,1617334791,ES,Écija,37.5422,-5.0826,88,60.01,5.75,75
412,1617334750,US,Fairbanks,64.8378,-147.7164,66,9.0,12.66,90
413,1617334792,PW,Kloulklubed,7.0419,134.2556,100,86.0,8.05,90
414,1617334792,US,Meadow Lake,34.8014,-106.5436,15,60.01,6.91,1
415,1617334792,AU,Dalby,-27.1833,151.2667,43,75.2,16.11,75
416,1617334793,BR,Amapá,1.0,-52.0,99,70.39,2.3,99
417,1617334793,GL,Ilulissat,69.2167,-51.1,86,17.6,14.97,90
418,1617334793,MY,Bintulu,3.1667,113.0333,66,89.6,1.14,40
419,1617334794,NC,Noumea,-22.2763,166.4572,78,80.01,18.41,90
420,1617334794,AU,Kununurra,-15.7667,128.7333,43,93.2,14.97,72
421,1617334795,US,Abilene,32.4487,-99.7331,33,57.2,11.5,1
422,1617334795,GB,Newport,51.5877,-2.9984,80,41.0,15.46,9
423,1617334795,MV,Dhidhdhoo,6.8833,73.1,75,84.25,12.37,99
424,1617334796,PL,Ząbkowice Śląskie,50.5897,16.8124,96,45.0,9.19,100
425,1617334796,ES,Cullera,39.1667,-0.25,69,52.0,1.01,0
426,1617334796,SN,Dakar,14.6937,-17.4441,88,66.2,11.5,38
427,1617334621,IN,Jodhpur,26.2867,73.03,5,87.87,5.95,0
428,1617334797,CN,Fuxin,42.0156,121.6589,26,62.13,12.57,100
429,1617334797,LY,Waddān,29.1614,16.139,63,53.62,7.65,0
430,1617334798,MA,Tiznit Province,29.5833,-9.5,79,55.35,0.63,0
431,1617334798,EG,Marsá Maţrūḩ,31.3525,27.2453,66,53.6,9.22,40
432,1617334798,UY,Rivera,-30.9053,-55.5508,95,60.22,7.7,49
433,1617334799,BR,Caravelas,-17.7125,-39.2481,94,73.13,3.02,32
434,1617334800,RU,Uglovskoye,51.3557,80.1942,76,30.36,10.89,11
435,1617334800,NE,Niamey,13.5137,2.1098,12,75.2,1.14,0
436,1617334800,CN,Ürümqi,43.801,87.6005,49,42.8,4.47,0
437,1617334801,PH,Santa Rosa,14.3122,121.1114,49,91.4,2.3,20
438,1617334801,VU,Luganville,-15.5333,167.1667,72,85.62,9.51,56
439,1617334801,CA,Kenora,49.8167,-94.4337,38,35.6,11.5,20
440,1617334802,IT,San Salvo,42.0433,14.7272,72,59.0,8.05,70
441,1617334802,CO,Mapiripán,2.8892,-72.1256,92,74.52,3.89,100
442,1617334802,CO,San Andrés,12.5847,-81.7006,83,80.6,12.66,40
443,1617334803,RU,Krasnyy Chikoy,50.3643,108.7512,44,35.8,8.59,38
444,1617334803,IN,Athani,16.7333,75.0667,33,82.94,9.1,44
445,1617334804,RU,Naryshkino,52.9678,35.7268,96,43.74,11.63,100
446,1617334804,PF,Tautira,-17.7333,-149.15,74,86.0,11.5,40
447,1617334805,PG,Port Moresby,-9.4431,147.1797,66,86.0,8.05,40
448,1617334805,RU,Iskateley,67.6803,53.1512,96,26.69,2.86,100
449,1617334805,BR,Severiano Melo,-5.7772,-37.9578,87,72.3,4.72,80
450,1617334592,AR,Bariloche,-41.1456,-71.3082,87,46.4,2.8,20
451,1617334806,PH,Baculin,7.4525,126.5842,81,82.26,5.79,92
452,1617334806,KG,Kemin,42.7846,75.6892,64,28.94,3.09,77
453,1617334806,RU,Tazovsky,67.4667,78.7,92,10.65,16.73,100
454,1617334808,JM,Morant Bay,17.8815,-76.4093,83,77.0,2.3,20
455,1617334808,PL,Węgrów,52.3995,22.0163,83,37.0,7.83,38
456,1617334809,US,Plover,44.4564,-89.544,58,33.01,5.23,1
457,1617334809,CA,Norman Wells,65.282,-126.8329,72,5.0,11.5,90
458,1617334809,IN,Kavaratti,10.5669,72.642,66,83.12,11.79,60
459,1617334810,PG,Namatanai,-3.6667,152.4333,66,86.41,10.18,24
460,1617334810,PH,Isabela,6.7085,121.9711,79,86.0,5.75,40
461,1617334811,VE,Coro,11.4045,-69.6734,84,76.59,15.08,61
462,1617334811,US,Saint Anthony,45.0205,-93.218,38,37.99,8.05,1
463,1617334812,UZ,Hazorasp,41.3194,61.0742,56,41.0,18.41,0
464,1617334812,ZM,Kaoma,-14.7833,24.8,94,59.56,5.1,42
465,1617334813,ID,Waingapu,-9.6567,120.2641,81,81.16,4.45,100
466,1617334813,MX,San Miguel de Cozumel,20.5083,-86.9458,78,77.0,11.5,40
467,1617334736,GB,Hastings,50.8552,0.5729,80,42.01,7.0,1
468,1617334814,US,Oskaloosa,41.2964,-92.6444,48,35.6,8.05,1
469,1617334814,CA,Thessalon,46.2501,-83.5666,63,24.8,3.44,1
470,1617334814,RU,Srednekolymsk,67.45,153.6833,78,7.03,11.92,15
471,1617334815,NZ,Tauranga,-37.6861,176.1667,62,73.0,8.01,2
472,1617334815,CD,Kisangani,0.5167,25.2,92,70.92,2.59,99
473,1617334815,BR,Maragogi,-9.0122,-35.2225,70,79.32,8.88,20
474,1617334816,AU,Batemans Bay,-35.7167,150.1833,51,77.0,1.99,98
475,1617334816,ZA,Kruisfontein,-34.0033,24.7314,79,62.01,3.71,98
476,1617334817,CN,Dangtu,31.5723,118.4928,88,62.01,6.71,90
477,1617334817,US,‘Āhuimanu,21.4447,-157.8378,50,78.8,13.8,20
478,1617334817,GH,Esim,4.8699,-2.2405,89,78.31,6.11,8
479,1617334818,RE,Saint-Joseph,-21.3667,55.6167,65,78.8,10.36,90
480,1617334818,RU,Omsukchan,62.5333,155.8,82,9.36,7.72,100
481,1617334819,KZ,Balkhash,46.844,74.9804,75,33.8,13.42,0
482,1617334820,NG,Ilorin,8.5,4.55,76,78.22,3.65,73
483,1617334820,SN,Tivaouane,14.9515,-16.8129,73,68.0,23.02,0
484,1617334821,ZA,Plettenberg Bay,-34.0527,23.3716,83,59.4,4.21,80
485,1617334821,CN,Alihe,50.5667,123.7167,99,36.81,2.37,100
486,1617334821,SE,Umeå,63.8284,20.2597,86,35.01,8.05,0
487,1617334822,RU,Znamenskoye,57.1281,73.8282,97,33.03,10.42,100
488,1617334822,US,Hibbing,47.4272,-92.9377,46,30.2,4.61,1
489,1617334816,BR,Rio Grande,-32.035,-52.0986,77,66.24,7.92,31
490,1617334823,US,Vandalia,39.8906,-84.1988,50,28.4,3.44,20
491,1617334823,ZW,Chinhoyi,-17.3667,30.2,85,56.59,4.07,2
492,1617334823,ZM,Kabompo,-13.5927,24.2008,94,64.53,4.32,100
493,1617334824,FR,Alès,44.1333,4.0833,66,48.99,4.61,0
494,1617334824,CA,Sioux Lookout,50.1001,-91.917,40,32.0,8.05,40
495,1617334825,ID,Bima,-8.4667,118.7167,85,82.38,4.47,92
496,1617334825,ES,Santa Cruz de La Palma,28.6835,-17.7642,72,62.6,9.22,0
497,1617334825,CA,Whitehorse,60.7161,-135.0538,86,23.0,5.75,75
498,1617334826,RU,Borogontsy,62.6683,131.1683,93,29.53,7.74,100
499,1617334826,BO,Potosí,-19.5836,-65.7531,78,44.51,4.81,42
500,1617334827,GA,Libreville,0.3925,9.4537,94,80.6,4.61,40
501,1617334827,RU,Chumikan,54.7183,135.315,82,35.87,4.61,100
502,1617334828,ML,Tessalit,20.1986,1.0114,10,73.42,9.8,2
503,1617334828,NZ,Taupo,-38.6833,176.0833,70,66.0,8.99,16
504,1617334561,MY,Labuan,5.2767,115.2417,79,84.2,3.44,40
505,1617334652,AU,Mandurah,-32.55,115.7,70,78.01,19.42,63
506,1617334829,CD,Lusambo,-4.9667,23.45,98,68.7,2.1,99
507,1617334829,DE,Bad Frankenhausen,51.35,11.1,71,44.01,1.01,98
508,1617334830,NO,Øksfjord,70.2396,22.3479,80,30.2,5.75,75
509,1617334830,IS,Hofn,64.2539,-15.2082,69,41.59,4.52,1
510,1617334830,PG,Kieta,-6.2167,155.6333,70,85.44,5.66,17
511,1617334831,NO,Tonstad,58.6626,6.7169,92,39.0,17.81,83
512,1617334792,NZ,Christchurch,-43.5333,172.6333,87,55.99,12.66,75
513,1617334802,CA,Halifax,44.6453,-63.5724,100,48.99,11.5,100
514,1617334831,UY,Chui,-33.6971,-53.4616,69,65.52,5.39,84
515,1617334580,KR,Seoul,37.5683,126.9778,24,69.8,11.5,0
516,1617334832,US,Bernalillo,35.05,-106.6673,15,60.01,6.91,1
517,1617334832,CA,Haines Junction,60.7522,-137.5108,54,24.8,11.5,100
518,1617334690,CA,Nipawin,53.3668,-104.0009,81,37.4,5.75,1
519,1617334833,RU,Ol'ga,43.7444,135.2892,38,50.94,12.03,100
520,1617334833,SL,Kailahun,8.2833,-10.5667,98,71.96,1.14,39
521,1617334834,PG,Vanimo,-2.6741,141.3028,85,80.13,2.37,96
522,1617334834,PE,Campoverde,-8.4753,-74.8058,92,73.38,1.01,17
523,1617334835,MV,Thinadhoo,0.5333,72.9333,76,83.48,15.84,24
524,1617334835,IR,Rūdsar,37.1376,50.288,87,50.0,3.51,75
525,1617334835,AO,Soyo,-6.1349,12.3689,81,79.48,6.38,100
526,1617334836,GL,Upernavik,72.7868,-56.1549,97,-4.76,19.64,100
527,1617334836,RO,Asău,46.4333,26.4,53,51.01,7.07,98
528,1617334837,PE,Macusani,-14.0833,-70.4333,95,35.78,4.9,100
529,1617334837,RU,Arbagar,51.9438,116.2805,31,32.67,16.37,1
530,1617334837,PT,Lata,40.1629,-8.3327,100,57.0,2.3,90
531,1617334838,RU,Turukhansk,65.8167,87.9833,75,10.58,19.04,100
532,1617334838,RU,Novoagansk,61.9449,76.6625,92,30.18,10.18,96
533,1617334738,GB,Harwich,51.9419,1.2844,62,43.0,15.01,10
534,1617334839,LR,Harper,4.375,-7.7169,90,78.22,7.54,83
535,1617334839,NA,Mariental,-24.6333,17.9667,41,72.21,2.98,14
536,1617334839,IN,Chhindwāra,22.0667,78.9333,6,89.2,4.85,0
537,1617334840,CV,São Filipe,14.8961,-24.4956,76,71.73,7.05,26
538,1617334701,CL,Valdivia,-39.8142,-73.2459,94,53.6,2.3,90
539,1617334795,AR,Mercedes,-34.6515,-59.4307,91,62.01,7.23,93
540,1617334840,BR,Pauini,-7.7136,-66.9764,96,72.01,1.74,42
541,1617334841,GT,Champerico,14.3,-91.9167,61,73.0,1.52,27
542,1617334841,UY,Rocha,-34.4833,-54.3333,89,57.0,1.77,5
543,1617334841,RU,Kyra,49.5776,111.9753,49,32.52,18.68,20
544,1617334841,RU,Muzhi,65.3667,64.6667,97,26.58,5.91,100
545,1617334842,RU,Khrebtovaya,56.7032,104.2494,90,26.6,10.65,100
546,1617334842,UA,Hayvoron,48.3396,29.8679,75,41.38,7.4,31
547,1617334842,BO,Riberalta,-10.9833,-66.1,98,72.73,2.04,92
548,1617334843,BR,Ortigueira,-24.2083,-50.9494,77,53.35,3.29,15
549,1617334662,US,Corsicana,32.0954,-96.4689,44,55.4,4.61,1
550,1617334843,US,San Patricio,28.017,-97.5169,63,60.01,6.91,90
551,1617334697,US,Cape Canaveral,28.4058,-80.6048,45,63.0,14.97,1
552,1617334844,EG,Beni Suef,29.0731,31.0979,64,52.21,3.38,0
553,1617334844,BS,Andros Town,24.7,-77.7667,88,73.4,4.61,90
554,1617334845,NG,Lokoja,7.8024,6.743,63,79.2,3.67,33
555,1617334845,RU,Verkhnetulomskiy,68.6073,31.7962,100,30.2,2.24,75
556,1617334845,CA,Bay Roberts,47.5999,-53.2648,80,39.0,5.75,40
557,1617334846,ID,Banda Aceh,5.5577,95.3222,74,82.04,21.34,100
558,1617334846,CL,Talcahuano,-36.7167,-73.1167,94,55.4,6.91,0
559,1617334848,ML,Taoudenni,22.6783,-3.9836,10,79.56,7.05,43
560,1617334848,ID,Soe,-9.8607,124.284,87,72.57,1.23,100
561,1617334848,GF,Mana,5.6592,-53.7767,84,76.75,9.31,99
562,1617334849,US,Twentynine Palms,34.1356,-116.0542,6,71.6,4.61,1
563,1617334849,BR,Encruzilhada do Sul,-30.5439,-52.5219,95,55.31,4.88,7
564,1617334850,CA,La Ronge,55.1001,-105.2842,49,44.6,8.05,100
565,1617334850,SA,Riyadh,24.6877,46.7219,19,75.2,2.66,0
566,1617334850,CH,Luan,46.3592,6.9759,61,48.99,2.3,0
567,1617334851,BR,São José da Coroa Grande,-8.8978,-35.1478,70,79.32,8.81,42
568,1617334851,BR,Poconé,-16.2567,-56.6228,57,78.49,0.65,99
569,1617334852,BR,Belmonte,-15.8631,-38.8828,83,80.6,1.14,75
570,1617334852,UZ,Yangi Marg`ilon,40.4272,71.7189,56,37.4,2.3,0
571,1617334710,US,Harlingen,26.1906,-97.6961,67,63.0,9.22,90
572,1617334852,ZM,Samfya,-11.3649,29.5565,95,62.42,6.11,63
573,1617334653,CA,Havre-St-Pierre,50.2334,-63.5986,100,35.6,16.11,90
574,1617334853,KZ,Emba,48.8264,58.1442,86,27.05,8.32,10
575,1617334853,CD,Boende,-0.2167,20.8667,99,69.39,2.3,100
576,1617334854,CA,Alma,48.5501,-71.6491,93,19.4,16.11,100
577,1617334854,IT,Tricase,39.9304,18.3553,93,51.01,3.44,0
578,1617334854,BR,Pontes e Lacerda,-15.2261,-59.3353,97,71.38,3.76,100
579,1617334855,RU,Lesnoye,58.2841,35.5158,96,28.76,3.06,27
580,1617334855,KZ,Balyqshy,47.0667,51.8667,52,41.0,15.66,0
581,1617334856,JP,Miura,35.14,139.6192,63,66.99,20.71,20
582,1617334856,RU,Severo-Kuril'sk,50.6789,156.125,91,31.3,16.82,83
583,1617334857,AU,Roebourne,-20.7833,117.1333,27,93.54,8.79,5
